거래금액,거래유형,건축년도,년,단지,매도자,매수자,법정동,시군구,월세금액,월,일,전용면적,중개사소재지,지번,지역코드,층
"35,695", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,11,29.95, ,56,11170,18
"37,390", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,11,29.61, ,56,11170,24
"35,820", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,11,29.61, ,56,11170,24
"26,490", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,11,21.71, ,56,11170,22
"25,377", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,11,21.71, ,56,11170,22
"36,232", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,12,29.95, ,56,11170,24
"37,390", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,12,29.61, ,56,11170,24
"37,820", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,12,29.95, ,56,11170,24
"35,820", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,12,29.61, ,56,11170,24
"32,610", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,12,27.69, ,56,11170,20
"31,240", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,12,27.69, ,56,11170,20
"35,877", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,14,29.95, ,56,11170,20
"37,450", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,14,29.95, ,56,11170,20
"26,230", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,14,21.71, ,56,11170,19
"25,128", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,14,21.71, ,56,11170,19
"35,293", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,16,29.61, ,56,11170,19
"36,840", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,16,29.61, ,56,11170,19
"37,630", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,16,29.95, ,56,11170,22
"36,050", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,16,29.95, ,56,11170,22
"35,523", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,18,29.95, ,56,11170,17
"37,080", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,18,29.95, ,56,11170,17
"25,128", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,19,21.71, ,56,11170,19
"26,230", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,19,21.71, ,56,11170,19
"36,660", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,22,29.61, ,56,11170,17
"35,120", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,22,29.61, ,56,11170,17
"35,380", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,26,29.61, ,56,11170,3
"33,894", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,26,29.61, ,56,11170,3
"26,100", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,26,21.71, ,56,11170,17
"25,004", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,26,21.71, ,56,11170,17
"29,350", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,27,25.43, ,56,11170,12
"28,117", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,27,25.43, ,56,11170,12
"25,502", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,28,21.71, ,56,11170,24
"26,620", ,2015,2021,트윈시티 남산, , , 동자동,용산구,존재하지 않음,6,28,21.71, ,56,11170,24
"20,000", ,2020,2021,용산 다올 노블리움, , , 청파동3가,용산구,존재하지 않음,6,4,18.09, ,80-6,11170,14
"14,800", ,2004,2021,디아뜨 센트럴, , , 원효로1가,용산구,존재하지 않음,6,17,25.5, ,112-4,11170,2
"15,000", ,2003,2021,e테크밸리, , , 원효로3가,용산구,존재하지 않음,6,5,32, ,51-37,11170,10
"15,000", ,2003,2021,e테크밸리, , , 원효로3가,용산구,존재하지 않음,6,5,32, ,51-37,11170,10
"15,000", ,2003,2021,e테크밸리, , , 원효로3가,용산구,존재하지 않음,6,5,32, ,51-37,11170,11
"17,000", ,2003,2021,e테크밸리, , , 원효로3가,용산구,존재하지 않음,6,16,38.12, ,51-37,11170,14
"15,000", ,2003,2021,e테크밸리, , , 원효로3가,용산구,존재하지 않음,6,29,32, ,51-37,11170,14
"21,700", ,2015,2021,용산KCC웰츠타워, , , 문배동,용산구,존재하지 않음,6,2,24.06, ,11-10,11170,3
"34,500", ,2015,2021,용산KCC웰츠타워, , , 문배동,용산구,존재하지 않음,6,9,38.48, ,11-10,11170,8
"29,500", ,2015,2021,용산KCC웰츠타워, , , 문배동,용산구,존재하지 않음,6,10,32.84, ,11-10,11170,3
"27,000", ,2005,2021,이안 용산1차, , , 문배동,용산구,존재하지 않음,6,14,39.2, ,11-29,11170,13
"15,300", ,2012,2021,프라임펠리스, , , 문배동,용산구,존재하지 않음,6,17,18.55, ,24-8,11170,7
"78,000", ,2005,2021,이안 용산1차, , , 문배동,용산구,존재하지 않음,6,20,73.56, ,11-14,11170,8
"113,000", ,2007,2021,대우 월드마크 용산, , , 한강로1가,용산구,존재하지 않음,6,11,86.375, ,64,11170,19
"33,000", ,2005,2021,용산파크자이, , , 한강로1가,용산구,존재하지 않음,6,14,32.1, ,50-1,11170,33
"41,000", ,2005,2021,용산파크자이, , , 한강로1가,용산구,존재하지 않음,6,18,38.1, ,50-1,11170,25
"33,000", ,2005,2021,용산파크자이, , , 한강로1가,용산구,존재하지 않음,6,18,31.83, ,50-1,11170,32
"49,500", ,2005,2021,용산파크자이, , , 한강로1가,용산구,존재하지 않음,6,19,42.39, ,50-1,11170,26
"119,800", ,2007,2021,대우 월드마크 용산, , , 한강로1가,용산구,존재하지 않음,6,26,86.375, ,64,11170,11
"50,000", ,2005,2021,용산파크자이, , , 한강로1가,용산구,존재하지 않음,6,28,42.39, ,50-1,11170,35
"42,000", ,2005,2021,용산파크자이, , , 한강로1가,용산구,존재하지 않음,6,29,38.1, ,50-1,11170,16
"31,000", ,2005,2021,용산파크자이, , , 한강로1가,용산구,존재하지 않음,6,29,31.83, ,50-1,11170,14
"24,700", ,2004,2021,대우디오빌한강로오피스텔, , , 한강로2가,용산구,존재하지 않음,6,3,32.85, ,312-4,11170,7
"73,500", ,존재하지 않음,2021,래미안 용산 더 센트럴, , , 한강로2가,용산구,존재하지 않음,6,4,47.65, ,422,11170,15
"29,000", ,2005,2021,한강로벽산메가트리움, , , 한강로2가,용산구,존재하지 않음,6,4,32.15, ,2-8,11170,18
"75,500", ,존재하지 않음,2021,래미안 용산 더 센트럴, , , 한강로2가,용산구,존재하지 않음,6,12,55.99, ,422,11170,14
"25,700", ,2005,2021,한강로벽산메가트리움, , , 한강로2가,용산구,존재하지 않음,6,12,30.06, ,2-8,11170,10
"78,000", ,존재하지 않음,2021,래미안 용산 더 센트럴, , , 한강로2가,용산구,존재하지 않음,6,16,47.65, ,422,11170,18
"29,000", ,2005,2021,한강로벽산메가트리움, , , 한강로2가,용산구,존재하지 않음,6,19,32.15, ,2-8,11170,15
"28,250", ,2005,2021,한강로벽산메가트리움, , , 한강로2가,용산구,존재하지 않음,6,21,32.15, ,2-8,11170,7
"74,000", ,2017,2021,용산푸르지오써밋, , , 한강로2가,용산구,존재하지 않음,6,23,48.719, ,420,11170,24
"26,850", ,2004,2021,한강로 대우아이빌, , , 한강로2가,용산구,존재하지 않음,6,23,39.76, ,2-11,11170,4
"73,000", ,2017,2021,용산푸르지오써밋, , , 한강로2가,용산구,존재하지 않음,6,25,44.7034, ,420,11170,17
"71,000", ,2017,2021,용산푸르지오써밋, , , 한강로2가,용산구,존재하지 않음,6,25,45.6608, ,420,11170,17
"34,300", ,2006,2021,용산 토투벨리, , , 한강로2가,용산구,존재하지 않음,6,29,54.23, ,2-37,11170,12
"26,500", ,2006,2021,지에스 한강에클라트, , , 한강로3가,용산구,존재하지 않음,6,4,40.45, ,16-85,11170,7
"27,100", ,2004,2021,한강대우트럼프월드3, , , 한강로3가,용산구,존재하지 않음,6,5,25.59, ,65-230,11170,22
"60,000", ,2006,2021,지에스 한강에클라트, , , 한강로3가,용산구,존재하지 않음,6,21,71.22, ,16-85,11170,10
"10,700", ,1991,2021,용산전자오피스텔, , , 한강로3가,용산구,존재하지 않음,6,22,26.62, ,16-58,11170,14
"27,000", ,2004,2021,한강대우트럼프월드3, , , 한강로3가,용산구,존재하지 않음,6,23,25.59, ,65-230,11170,24
"45,000", ,2004,2021,한강대우트럼프월드3, , , 한강로3가,용산구,존재하지 않음,6,23,39.7, ,65-230,11170,30
"83,000", ,2004,2021,한남동 리첸시아, , , 한남동,용산구,존재하지 않음,6,7,60.61, ,72-1,11170,2
"19,000", ,2003,2021,디에스오피스텔, , , 한남동,용산구,존재하지 않음,6,22,23.46, ,257-1,11170,5
"19,000", ,2003,2021,디에스오피스텔, , , 한남동,용산구,존재하지 않음,6,22,23.46, ,257-1,11170,5
"18,200", ,2003,2021,노블리안, , , 상왕십리동,성동구,존재하지 않음,6,22,30.81, ,750,11200,11
"18,200", ,2003,2021,노블리안, , , 상왕십리동,성동구,존재하지 않음,6,22,30.81, ,750,11200,11
"28,500", ,2016,2021,센트라스, , , 하왕십리동,성동구,존재하지 않음,6,2,31.01, ,1070,11200,19
"30,800", ,2016,2021,센트라스, , , 하왕십리동,성동구,존재하지 않음,6,6,32.53, ,1070,11200,8
"30,700", ,2016,2021,센트라스, , , 하왕십리동,성동구,존재하지 않음,6,19,32.53, ,1070,11200,9
"29,000", ,2016,2021,센트라스, , , 하왕십리동,성동구,존재하지 않음,6,23,31.01, ,1070,11200,21
"31,000", ,2016,2021,센트라스, , , 하왕십리동,성동구,존재하지 않음,6,23,31.01, ,1070,11200,18
"24,961", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,9
"26,202", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,11
"25,391", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,10
"25,391", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,10
"24,961", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,9
"24,818", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,8
"24,818", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,8
"24,532", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,7
"24,532", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,7
"24,436", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,6
"24,436", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,6
"24,341", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,5
"24,341", ,2020,2021,왕십리렉스프리미엄오피스텔, , , 도선동,성동구,존재하지 않음,6,3,18.63, ,257,11200,5
"18,000", ,1998,2021,신한넥스텔, , , 도선동,성동구,존재하지 않음,6,17,39.258, ,14,11200,16
"23,500", ,2018,2021,W에비뉴타워, , , 도선동,성동구,존재하지 않음,6,26,23.32, ,46,11200,13
"34,800", ,2004,2021,1동(766-25), , , 마장동,성동구,존재하지 않음,6,2,73.35, ,766-25,11200,4
"23,700", ,2018,2021,트레저힐스, , , 마장동,성동구,존재하지 않음,6,9,26.97, ,775-2,11200,4
"33,500", ,2004,2021,1동(766-25), , , 마장동,성동구,존재하지 않음,6,14,73.35, ,766-25,11200,3
"12,000", ,2004,2021,1동(766-25), , , 마장동,성동구,존재하지 않음,6,16,27.69, ,766-25,11200,7
"25,500", ,2006,2021,왕십리역이스타빌, , , 행당동,성동구,존재하지 않음,6,18,31.63, ,287-15,11200,14
"25,000", ,2004,2021,한남 더 리버 오피스텔, , , 옥수동,성동구,존재하지 않음,6,12,30.75, ,475,11200,9
"34,000", ,2004,2021,이에스에이리버하우스, , , 성수동1가,성동구,존재하지 않음,6,16,39.15, ,13-12,11200,5
"13,400", ,2013,2021,성수동램킨중흥S클래스오피스텔, , , 성수동2가,성동구,존재하지 않음,6,23,18.33, ,277-101,11200,6
"14,500", ,2003,2021,성원상떼뷰오피스텔, , , 성수동2가,성동구,존재하지 않음,6,30,28.08, ,277-37,11200,9
"14,500", ,2016,2021,서희스타힐스리버파크, , , 용답동,성동구,존재하지 않음,6,9,21.9, ,238-12,11200,4
"12,500", ,2016,2021,서희스타힐스리버파크, , , 용답동,성동구,존재하지 않음,6,17,19.88, ,238-12,11200,6
"13,800", ,2016,2021,서희스타힐스리버파크, , , 용답동,성동구,존재하지 않음,6,19,20.21, ,238-12,11200,5
"25,000", ,2006,2021,신창비바패밀리, , , 용답동,성동구,존재하지 않음,6,23,51.5, ,232-1,11200,14
"45,000", ,2006,2021,신창비바패밀리, , , 용답동,성동구,존재하지 않음,6,30,106.91, ,232-1,11200,8
"19,200", ,2017,2021,리아리움더언타워, , , 중곡동,광진구,존재하지 않음,6,9,17.47, ,157-17,11215,7
"33,000", ,2015,2021,솔렌시아2, , , 구의동,광진구,존재하지 않음,6,4,41.49, ,236-25,11215,2
"21,000", ,2014,2021,아스하임, , , 구의동,광진구,존재하지 않음,6,9,30.18, ,243-56,11215,3
"15,900", ,2006,2021,크레신타워3차, , , 구의동,광진구,존재하지 않음,6,18,26.91, ,246-14,11215,12
"17,800", ,2001,2021,(199-14), , , 구의동,광진구,존재하지 않음,6,19,37.2, ,199-14,11215,7
"13,700", ,2004,2021,베스트 트레드빌, , , 구의동,광진구,존재하지 않음,6,22,26.84, ,243-2,11215,4
"13,700", ,2004,2021,베스트 트레드빌, , , 구의동,광진구,존재하지 않음,6,25,26.84, ,243-2,11215,12
"11,000", ,1991,2021,현대골든텔, , , 광장동,광진구,존재하지 않음,6,2,24.71, ,102,11215,2
"27,100", ,1991,2021,현대골든텔, , , 광장동,광진구,존재하지 않음,6,8,49.41, ,102,11215,7
"14,000", ,2003,2021,효성리버카운티, , , 광장동,광진구,존재하지 않음,6,30,28.75, ,108,11215,8
"30,000", ,2020,2021,결, , , 자양동,광진구,존재하지 않음,6,6,23.78, ,680-6,11215,5
"20,000", ,2014,2021,타워더모스트광진아크로텔, , , 자양동,광진구,존재하지 않음,6,15,23.97, ,779,11215,8
"30,000", ,2020,2021,결, , , 자양동,광진구,존재하지 않음,6,16,26.43, ,680-6,11215,5
"30,000", ,2020,2021,결, , , 자양동,광진구,존재하지 않음,6,18,23.56, ,680-6,11215,6
"71,000", ,2006,2021,광진트라팰리스, , , 자양동,광진구,존재하지 않음,6,22,61.76, ,854,11215,3
"30,500", ,2018,2021,세종에버그린, , , 화양동,광진구,존재하지 않음,6,4,33.71, ,17-92,11215,5
"27,300", ,2021,2021,비다펠리즈, , , 화양동,광진구,존재하지 않음,6,9,19.26, ,2-22,11215,3
"15,000", ,2013,2021,케이타워 오피스텔 B, , , 화양동,광진구,존재하지 않음,6,9,18.85, ,21-22,11215,17
"20,500", ,2005,2021,KCC파크타운, , , 화양동,광진구,존재하지 않음,6,18,27.63, ,527,11215,15
"14,400", ,2014,2021,광진 코지웰, , , 화양동,광진구,존재하지 않음,6,20,19.53, ,113-1,11215,14
"14,200", ,2013,2021,케이타워 오피스텔 B, , , 화양동,광진구,존재하지 않음,6,24,18.85, ,21-22,11215,5
"13,900", ,2017,2021,광진캠퍼스시티, , , 화양동,광진구,존재하지 않음,6,26,16.083, ,21-20,11215,8
"15,700", ,2013,2021,케이타워 오피스텔 B, , , 화양동,광진구,존재하지 않음,6,26,18.85, ,21-22,11215,16
"15,700", ,2004,2021,동광동대문베르빌, , , 신설동,동대문구,존재하지 않음,6,19,29.48, ,97-8,11230,9
"10,800", ,2003,2021,동은컴페니언오피스텔, , , 신설동,동대문구,존재하지 않음,6,25,33.66, ,89-53,11230,9
"27,000", ,2005,2021,동의보감타워, , , 용두동,동대문구,존재하지 않음,6,3,60.25, ,787,11230,16
"18,900", ,존재하지 않음,2021,동대문 푸르지오시티, , , 용두동,동대문구,존재하지 않음,6,4,23.47, ,104-3,11230,19
"13,800", ,1998,2021,두산베어스타워, , , 용두동,동대문구,존재하지 않음,6,5,38.38, ,138-41,11230,7
"11,450", ,2011,2021,에이플러스빌, , , 용두동,동대문구,존재하지 않음,6,12,23.5, ,40-35,11230,4
"19,000", ,2019,2021,청계 한양아이클래스, , , 용두동,동대문구,존재하지 않음,6,20,18.35, ,255-49,11230,13
"13,400", ,2004,2021,랜드마크타워1, , , 용두동,동대문구,존재하지 않음,6,24,28.9, ,100-1,11230,5
"8,000", ,2004,2021,신설동역대우아이빌, , , 용두동,동대문구,존재하지 않음,6,24,27.631, ,236-4,11230,2
"12,000", ,2011,2021,에이플러스빌, , , 용두동,동대문구,존재하지 않음,6,25,23.5, ,40-35,11230,3
"14,500", ,2004,2021,랜드마크타워1, , , 용두동,동대문구,존재하지 않음,6,28,30.47, ,100-1,11230,14
"17,500", ,2006,2021,한방천하-용두동 포스빌, , , 용두동,동대문구,존재하지 않음,6,28,39.02, ,788,11230,12
"15,000", ,2004,2021,신설동역대우아이빌, , , 용두동,동대문구,존재하지 않음,6,29,30.291, ,236-1,11230,15
"36,000", ,2021,2021,메트로폴 스위트, , , 제기동,동대문구,존재하지 않음,6,26,29.79, ,1158-50,11230,17
"36,000", ,2021,2021,메트로폴 스위트, , , 제기동,동대문구,존재하지 않음,6,26,29.79, ,1158-50,11230,17
"9,900", ,2018,2021,다스하우스, , , 전농동,동대문구,존재하지 않음,6,7,14.28, ,100-1,11230,12
"10,000", ,2018,2021,다스하우스, , , 전농동,동대문구,존재하지 않음,6,7,14.47, ,100-1,11230,12
"24,700", ,2007,2021,전농동하우스토리, , , 전농동,동대문구,존재하지 않음,6,17,38.392, ,32-4,11230,6
"56,500", ,2021,2021,청량리 창보 리버리치2, , , 전농동,동대문구,존재하지 않음,6,18,41.86, ,620-4,11230,16
"52,300", ,2021,2021,청량리 창보 리버리치2, , , 전농동,동대문구,존재하지 않음,6,22,41.86, ,620-4,11230,5
"17,000", ,2015,2021,전농동복합시설(청량리역DUO196), , , 전농동,동대문구,존재하지 않음,6,24,21.41, ,597-11,11230,4
"14,000", ,2015,2021,청계 푸르지오시티, , , 답십리동,동대문구,존재하지 않음,6,2,23.85, ,497-23,11230,16
"31,100", ,2020,2021,젠트리움, , , 답십리동,동대문구,존재하지 않음,6,2,19.78, ,497-9,11230,5
"13,000", ,2015,2021,청계 푸르지오시티, , , 답십리동,동대문구,존재하지 않음,6,7,20.62, ,497-23,11230,17
"15,000", ,2015,2021,청계 푸르지오시티, , , 답십리동,동대문구,존재하지 않음,6,8,23.85, ,497-23,11230,14
"14,800", ,2016,2021,한일노벨리아, , , 답십리동,동대문구,존재하지 않음,6,11,21.45, ,494-1,11230,11
"19,750", ,2019,2021,한성아펠시티, , , 답십리동,동대문구,존재하지 않음,6,14,22.14, ,530-17,11230,13
"13,400", ,2016,2021,한일노벨리아, , , 답십리동,동대문구,존재하지 않음,6,25,19.05, ,494-1,11230,7
"12,500", ,2012,2021,청계G well estates, , , 답십리동,동대문구,존재하지 않음,6,29,26.46, ,498-7,11230,5
"36,000", ,존재하지 않음,2021,태솔아파트2차, , , 장안동,동대문구,존재하지 않음,6,3,74.01, ,346-2,11230,3
"13,000", ,2004,2021,장안현대벤처빌, , , 장안동,동대문구,존재하지 않음,6,5,32.24, ,374-1,11230,18
"13,250", ,2004,2021,장안현대벤처빌, , , 장안동,동대문구,존재하지 않음,6,5,32.24, ,374-1,11230,11
"12,000", ,2004,2021,장안현대벤처빌, , , 장안동,동대문구,존재하지 않음,6,8,32.24, ,374-1,11230,13
"11,000", ,2015,2021,현대썬앤빌601, , , 장안동,동대문구,존재하지 않음,6,10,21.03, ,373-3,11230,4
"8,000", ,2003,2021,신부파스칼텔, , , 장안동,동대문구,존재하지 않음,6,10,22.7, ,431-5,11230,6
"13,400", ,2009,2021,우민에뜨와르오피스텔, , , 장안동,동대문구,존재하지 않음,6,12,39.27, ,381-1,11230,6
"18,000", ,2004,2021,장안현대벤처빌, , , 장안동,동대문구,존재하지 않음,6,14,43.42, ,374-1,11230,14
"9,000", ,2002,2021,(306-3), , , 장안동,동대문구,존재하지 않음,6,16,26.05, ,306-3,11230,9
"37,500", ,2009,2021,선경이노블아파트, , , 장안동,동대문구,존재하지 않음,6,18,88.42, ,346-11,11230,3
