거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,동,등기일자,매도자,매수자,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층
"    12,510",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,28,11110-2368,15.09,서울 종로구,318-2,11110,16
"   189,000",중개거래,2017,2022,경교장길,00035,00000,11110,01,존재하지 않음,4100002, , , , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),9,16,11110-2446,84.614,서울 종로구,233,11110,7
"   107,000",중개거래,2001,2022,평창문화로,00140,00000,11110,01,0,3100023, , , , , 평창동,0072,0000,11110,18300,1,롯데낙천대,9,1,11110-71,91.06,서울 종로구,72,11110,4
"   106,076",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,236.07, ,66-1,11110,2
"    94,331",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,213.07, ,66-1,11110,3
"    18,500",중개거래,1997,2022,평창문화로,00019,00000,11110,01,0,3100023, , , , , 평창동,0595,0000,11110,18300,1,갑을아파트,9,29,11110-68,30.46,서울 종로구,595,11110,11
"   110,000",중개거래,2019,2022,통일로,00230,00000,11110,00,0,3000008, , , , , 무악동,0089,0000,11110,18700,1,경희궁롯데캐슬,9,21,11110-2519,59.6737,서울 서대문구,89,11110,2
"    16,000",중개거래,2014,2022,대학로,00047,00000,11110,05,0,3100002, , , , , 연건동,0195,0010,11110,16600,1,이화에수풀,9,7,11110-2359,16.98,서울 성북구,195-10,11110,13
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    13,000",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,13,11110-2322,16.67,서울 종로구,296-19,11110,7
"     9,700",중개거래,2013,2022,난계로29길,00033,00004,11110,01,0,4100030, , , , , 숭인동,0201,0011,11110,17500,1,종로유케이201,9,13,11110-2334,12.01,"서울 강북구, 서울 성북구",201-11,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,26,11110-2368,15.09,서울 중구,318-2,11110,10
"    12,510",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,28,11110-2368,15.09,서울 종로구,318-2,11110,16
"   189,000",중개거래,2017,2022,경교장길,00035,00000,11110,01,존재하지 않음,4100002, , , , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),9,16,11110-2446,84.614,서울 종로구,233,11110,7
"   107,000",중개거래,2001,2022,평창문화로,00140,00000,11110,01,0,3100023, , , , , 평창동,0072,0000,11110,18300,1,롯데낙천대,9,1,11110-71,91.06,서울 종로구,72,11110,4
"   106,076",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,236.07, ,66-1,11110,2
"    94,331",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,213.07, ,66-1,11110,3
"    18,500",중개거래,1997,2022,평창문화로,00019,00000,11110,01,0,3100023, , , , , 평창동,0595,0000,11110,18300,1,갑을아파트,9,29,11110-68,30.46,서울 종로구,595,11110,11
"   110,000",중개거래,2019,2022,통일로,00230,00000,11110,00,0,3000008, , , , , 무악동,0089,0000,11110,18700,1,경희궁롯데캐슬,9,21,11110-2519,59.6737,서울 서대문구,89,11110,2
"    16,000",중개거래,2014,2022,대학로,00047,00000,11110,05,0,3100002, , , , , 연건동,0195,0010,11110,16600,1,이화에수풀,9,7,11110-2359,16.98,서울 성북구,195-10,11110,13
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    13,000",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,13,11110-2322,16.67,서울 종로구,296-19,11110,7
"     9,700",중개거래,2013,2022,난계로29길,00033,00004,11110,01,0,4100030, , , , , 숭인동,0201,0011,11110,17500,1,종로유케이201,9,13,11110-2334,12.01,"서울 강북구, 서울 성북구",201-11,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,26,11110-2368,15.09,서울 중구,318-2,11110,10
"    12,510",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,28,11110-2368,15.09,서울 종로구,318-2,11110,16
"   189,000",중개거래,2017,2022,경교장길,00035,00000,11110,01,존재하지 않음,4100002, , , , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),9,16,11110-2446,84.614,서울 종로구,233,11110,7
"   107,000",중개거래,2001,2022,평창문화로,00140,00000,11110,01,0,3100023, , , , , 평창동,0072,0000,11110,18300,1,롯데낙천대,9,1,11110-71,91.06,서울 종로구,72,11110,4
"   106,076",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,236.07, ,66-1,11110,2
"    94,331",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,213.07, ,66-1,11110,3
"    18,500",중개거래,1997,2022,평창문화로,00019,00000,11110,01,0,3100023, , , , , 평창동,0595,0000,11110,18300,1,갑을아파트,9,29,11110-68,30.46,서울 종로구,595,11110,11
"   110,000",중개거래,2019,2022,통일로,00230,00000,11110,00,0,3000008, , , , , 무악동,0089,0000,11110,18700,1,경희궁롯데캐슬,9,21,11110-2519,59.6737,서울 서대문구,89,11110,2
"    16,000",중개거래,2014,2022,대학로,00047,00000,11110,05,0,3100002, , , , , 연건동,0195,0010,11110,16600,1,이화에수풀,9,7,11110-2359,16.98,서울 성북구,195-10,11110,13
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    13,000",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,13,11110-2322,16.67,서울 종로구,296-19,11110,7
"     9,700",중개거래,2013,2022,난계로29길,00033,00004,11110,01,0,4100030, , , , , 숭인동,0201,0011,11110,17500,1,종로유케이201,9,13,11110-2334,12.01,"서울 강북구, 서울 성북구",201-11,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,26,11110-2368,15.09,서울 중구,318-2,11110,10
"    12,510",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,28,11110-2368,15.09,서울 종로구,318-2,11110,16
"   189,000",중개거래,2017,2022,경교장길,00035,00000,11110,01,존재하지 않음,4100002, , , , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),9,16,11110-2446,84.614,서울 종로구,233,11110,7
"   107,000",중개거래,2001,2022,평창문화로,00140,00000,11110,01,0,3100023, , , , , 평창동,0072,0000,11110,18300,1,롯데낙천대,9,1,11110-71,91.06,서울 종로구,72,11110,4
"   106,076",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,236.07, ,66-1,11110,2
"    94,331",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,213.07, ,66-1,11110,3
"    18,500",중개거래,1997,2022,평창문화로,00019,00000,11110,01,0,3100023, , , , , 평창동,0595,0000,11110,18300,1,갑을아파트,9,29,11110-68,30.46,서울 종로구,595,11110,11
"   110,000",중개거래,2019,2022,통일로,00230,00000,11110,00,0,3000008, , , , , 무악동,0089,0000,11110,18700,1,경희궁롯데캐슬,9,21,11110-2519,59.6737,서울 서대문구,89,11110,2
"    16,000",중개거래,2014,2022,대학로,00047,00000,11110,05,0,3100002, , , , , 연건동,0195,0010,11110,16600,1,이화에수풀,9,7,11110-2359,16.98,서울 성북구,195-10,11110,13
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    13,000",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,13,11110-2322,16.67,서울 종로구,296-19,11110,7
"     9,700",중개거래,2013,2022,난계로29길,00033,00004,11110,01,0,4100030, , , , , 숭인동,0201,0011,11110,17500,1,종로유케이201,9,13,11110-2334,12.01,"서울 강북구, 서울 성북구",201-11,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,26,11110-2368,15.09,서울 중구,318-2,11110,10
"    12,510",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,28,11110-2368,15.09,서울 종로구,318-2,11110,16
"   189,000",중개거래,2017,2022,경교장길,00035,00000,11110,01,존재하지 않음,4100002, , , , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),9,16,11110-2446,84.614,서울 종로구,233,11110,7
"   107,000",중개거래,2001,2022,평창문화로,00140,00000,11110,01,0,3100023, , , , , 평창동,0072,0000,11110,18300,1,롯데낙천대,9,1,11110-71,91.06,서울 종로구,72,11110,4
"   106,076",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,236.07, ,66-1,11110,2
"    94,331",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,213.07, ,66-1,11110,3
"    18,500",중개거래,1997,2022,평창문화로,00019,00000,11110,01,0,3100023, , , , , 평창동,0595,0000,11110,18300,1,갑을아파트,9,29,11110-68,30.46,서울 종로구,595,11110,11
"   110,000",중개거래,2019,2022,통일로,00230,00000,11110,00,0,3000008, , , , , 무악동,0089,0000,11110,18700,1,경희궁롯데캐슬,9,21,11110-2519,59.6737,서울 서대문구,89,11110,2
"    16,000",중개거래,2014,2022,대학로,00047,00000,11110,05,0,3100002, , , , , 연건동,0195,0010,11110,16600,1,이화에수풀,9,7,11110-2359,16.98,서울 성북구,195-10,11110,13
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    13,000",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,13,11110-2322,16.67,서울 종로구,296-19,11110,7
"     9,700",중개거래,2013,2022,난계로29길,00033,00004,11110,01,0,4100030, , , , , 숭인동,0201,0011,11110,17500,1,종로유케이201,9,13,11110-2334,12.01,"서울 강북구, 서울 성북구",201-11,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,26,11110-2368,15.09,서울 중구,318-2,11110,10
"    12,510",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,28,11110-2368,15.09,서울 종로구,318-2,11110,16
"   189,000",중개거래,2017,2022,경교장길,00035,00000,11110,01,존재하지 않음,4100002, , , , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),9,16,11110-2446,84.614,서울 종로구,233,11110,7
"   107,000",중개거래,2001,2022,평창문화로,00140,00000,11110,01,0,3100023, , , , , 평창동,0072,0000,11110,18300,1,롯데낙천대,9,1,11110-71,91.06,서울 종로구,72,11110,4
"   106,076",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,236.07, ,66-1,11110,2
"    94,331",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,213.07, ,66-1,11110,3
"    18,500",중개거래,1997,2022,평창문화로,00019,00000,11110,01,0,3100023, , , , , 평창동,0595,0000,11110,18300,1,갑을아파트,9,29,11110-68,30.46,서울 종로구,595,11110,11
"   110,000",중개거래,2019,2022,통일로,00230,00000,11110,00,0,3000008, , , , , 무악동,0089,0000,11110,18700,1,경희궁롯데캐슬,9,21,11110-2519,59.6737,서울 서대문구,89,11110,2
"    16,000",중개거래,2014,2022,대학로,00047,00000,11110,05,0,3100002, , , , , 연건동,0195,0010,11110,16600,1,이화에수풀,9,7,11110-2359,16.98,서울 성북구,195-10,11110,13
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    13,000",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,13,11110-2322,16.67,서울 종로구,296-19,11110,7
"     9,700",중개거래,2013,2022,난계로29길,00033,00004,11110,01,0,4100030, , , , , 숭인동,0201,0011,11110,17500,1,종로유케이201,9,13,11110-2334,12.01,"서울 강북구, 서울 성북구",201-11,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,26,11110-2368,15.09,서울 중구,318-2,11110,10
"    12,510",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,28,11110-2368,15.09,서울 종로구,318-2,11110,16
"   189,000",중개거래,2017,2022,경교장길,00035,00000,11110,01,존재하지 않음,4100002, , , , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),9,16,11110-2446,84.614,서울 종로구,233,11110,7
"   107,000",중개거래,2001,2022,평창문화로,00140,00000,11110,01,0,3100023, , , , , 평창동,0072,0000,11110,18300,1,롯데낙천대,9,1,11110-71,91.06,서울 종로구,72,11110,4
"   106,076",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,236.07, ,66-1,11110,2
"    94,331",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,213.07, ,66-1,11110,3
"    18,500",중개거래,1997,2022,평창문화로,00019,00000,11110,01,0,3100023, , , , , 평창동,0595,0000,11110,18300,1,갑을아파트,9,29,11110-68,30.46,서울 종로구,595,11110,11
"   110,000",중개거래,2019,2022,통일로,00230,00000,11110,00,0,3000008, , , , , 무악동,0089,0000,11110,18700,1,경희궁롯데캐슬,9,21,11110-2519,59.6737,서울 서대문구,89,11110,2
"    16,000",중개거래,2014,2022,대학로,00047,00000,11110,05,0,3100002, , , , , 연건동,0195,0010,11110,16600,1,이화에수풀,9,7,11110-2359,16.98,서울 성북구,195-10,11110,13
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,200",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    11,400",중개거래,2013,2022,난계로29가길,00017,00000,11110,01,0,4100029, , , , , 숭인동,1392,0000,11110,17500,1,익성씨티하임,9,3,11110-2348,15.42,서울 종로구,1392,11110,11
"    13,000",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,13,11110-2322,16.67,서울 종로구,296-19,11110,7
"     9,700",중개거래,2013,2022,난계로29길,00033,00004,11110,01,0,4100030, , , , , 숭인동,0201,0011,11110,17500,1,종로유케이201,9,13,11110-2334,12.01,"서울 강북구, 서울 성북구",201-11,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2012,2022,종로58가길,00027,00000,11110,01,0,4100358, , , , , 숭인동,0296,0019,11110,17500,1,삼전솔하임2차,9,14,11110-2322,15,서울 중구,296-19,11110,10
"    12,500",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,26,11110-2368,15.09,서울 중구,318-2,11110,10
"    12,510",중개거래,2014,2022,지봉로4길,00013,00000,11110,00,0,4100389, , , , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,9,28,11110-2368,15.09,서울 종로구,318-2,11110,16
"   189,000",중개거래,2017,2022,경교장길,00035,00000,11110,01,존재하지 않음,4100002, , , , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),9,16,11110-2446,84.614,서울 종로구,233,11110,7
"   107,000",중개거래,2001,2022,평창문화로,00140,00000,11110,01,0,3100023, , , , , 평창동,0072,0000,11110,18300,1,롯데낙천대,9,1,11110-71,91.06,서울 종로구,72,11110,4
"   106,076",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,236.07, ,66-1,11110,2
"    94,331",직거래,2009,2022,평창문화로,00142,00000,11110,01,0,3100023, , , , , 평창동,0066,0001,11110,18300,1,엘리시아,9,19,11110-2261,213.07, ,66-1,11110,3
